Path,AOM,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,Edge_Value,Synonym,Description,Notes,Example Units,Ontology,Agrovoc,Group,Scientific Name,NCBI,Sex,ERA.Field,ERA_Code,C or E,WFO,Feedipedia,CPC_Code_Product,CPC_Code_Component,CPC_Code_Product_Match,CPC_Code_Component_Match,Ani_Diet_Spp_Syn,Is_Ani_Diet_Ingredient,ilri_code,Column1,Column2,Column3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus alba/Morus alba Leaves/Morus alba Leaves Crushed Dried,AOM_006138,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Morus alba,Morus alba Leaves,Morus alba Leaves Crushed Dried,Morus alba Leaves Crushed Dried,,,,,,,,Morus alba,http://purl.obolibrary.org/obo/NCBITaxon_3498,,,,,wfo-0000447905,No match,No match,01919.9,,Other forage products,Morus alba Leaves,No Match,FEED0048,,,Morus alba Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus alba/Morus alba Leaves,AOM_002251,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Morus alba,Morus alba Leaves,,Morus alba Leaves,,,,,,,,Morus alba,http://purl.obolibrary.org/obo/NCBITaxon_3498,,,,,wfo-0000447905,No match,No match,01919.9,,Other forage products,Morus alba Leaves,Morus alba Leaves,FEED0048,,,Morus alba Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus alba,AOM_002250,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Morus alba,,,Morus alba,,,,,,,,Morus alba,http://purl.obolibrary.org/obo/NCBITaxon_3498,,,,,wfo-0000447905,https://www.feedipedia.org/node/123,No match,01919.9,,Other forage products,Morus alba,Morus alba,No Match,,,Morus alba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus indica/Morus indica Leaves/Morus indica Leaves Crushed Dried,AOM_006139,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Morus indica,Morus indica Leaves,Morus indica Leaves Crushed Dried,Morus indica Leaves Crushed Dried,,,,,,,,Morus indica,http://purl.obolibrary.org/obo/NCBITaxon_248361 ,,,,,wfo-0000447884,No match,No match,01919.9,,Other forage products,Morus indica Leaves,No Match,No Match,,,Morus indica Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Morus indica/Morus indica Leaves,AOM_002236,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Morus indica,Morus indica Leaves,,Morus indica Leaves,,,,,,,,Morus indica,http://purl.obolibrary.org/obo/NCBITaxon_248361 ,,,,,wfo-0000447884,No match,No match,01919.9,,Other forage products,Morus indica Leaves,Morus indica Leaves,No Match,,,Morus indica Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Myrtus communis/Myrtus communis Leaves/Myrtus communis Leaves Dried Ground,AOM_006140,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Myrtus communis,Myrtus communis Leaves,Myrtus communis Leaves Dried Ground,Myrtus communis Leaves Dried Ground,Common myrtle Leaves Dried Ground,,,,,,,Myrtus communis,http://purl.obolibrary.org/obo/NCBITaxon_119949,,,,,wfo-0000248712,No match,No match,No match,,,Myrtus communis Leaves,No Match,No Match,,,Myrtus communis Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Myrtus communis/Myrtus communis Leaves,AOM_003989,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Myrtus communis,Myrtus communis Leaves,,Myrtus communis Leaves,Common myrtle Leaves,,,,,,,Myrtus communis,http://purl.obolibrary.org/obo/NCBITaxon_119949,,,,,wfo-0000248712,No match,No match,No match,,,Myrtus communis Leaves,Myrtus communis Leaves,No Match,,,Myrtus communis Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Occicum gatissimum/Occicum gatissimum Dried Ground,AOM_006144,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Occicum gatissimum,Occicum gatissimum Dried Ground,,Occicum gatissimum Dried Ground,African Basil Dried Ground,,,,,,,Occicum gatissimum,http://purl.obolibrary.org/obo/NCBITaxon_204144,,,,,NA,No match,No match,01919.9,,Other forage products,Occicum gatissimum,No Match,No Match,,,Occicum gatissimum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Occicum gatissimum/Occicum gatissimum Leaves,AOM_003901,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Occicum gatissimum,Occicum gatissimum Leaves,,Occicum gatissimum Leaves,,,,,,,,Occicum gatissimum,http://purl.obolibrary.org/obo/NCBITaxon_204144,,,,,NA,No match,No match,01919.9,,Other forage products,Occicum gatissimum Leaves,Occicum gatissimum Leaves,No Match,,,Occicum gatissimum Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Occicum gatissimum/Occicum gatissimum Leaves,AOM_006410,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Occicum gatissimum,,,Occicum gatissimum,African Basil,,,,,,,Occicum gatissimum,http://purl.obolibrary.org/obo/NCBITaxon_204144,,,,,NA,No match,No match,01919.9,,Other forage products,Occicum gatissimum Leaves,Occicum gatissimum Leaves,No Match,,,Occicum gatissimum Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Olive/Olive Leaves/Olive Leaves Dried,AOM_001706,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Olive,Olive Leaves,Olive Leaves Dried,Olive Leaves Dried,Olea sativa Leaves Dried,,,,,,,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146 ,,,,,wfo-0000817273,No match,No match,01919.9,,Other forage products,Olea europaea Leaves,No Match,No Match,,,Olea europaea Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Olive/Olive Leaves,AOM_000730,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Olive,Olive Leaves,,Olive Leaves,Common Olive Leaves;Olea sativa Leaves,,,,,,,Olea europaea,http://purl.obolibrary.org/obo/NCBITaxon_4146 ,,,,,wfo-0000817273,https://www.feedipedia.org/node/12407,No match,01919.9,,Other forage products,Olea europaea Leaves,Olive Leaves,FEED0276,,,Olea europaea Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode/Opuntia ficus indica Cladode Ground,AOM_006205,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode Crushed,Opuntia ficus indica Cladode Crushed,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,No Match,No Match,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode/Opuntia ficus indica Cladode Dried,AOM_001715,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode Dried,Opuntia ficus indica Cladode Dried,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,No Match,FEED0276,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode/Opuntia ficus indica Cladode Dried Ground,AOM_002057,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode Dried Ground,Opuntia ficus indica Cladode Dried Ground,Opuntia ficus indica Cladode Dried Meal;Opuntia ficus indica Cladode Dried Milled,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,No Match,FEED0615,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode/Opuntia ficus indica Cladode Ensiled,AOM_001915,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode Ensiled,Opuntia ficus indica Cladode Ensiled,Cactus Cladode Dried Ensiled;Cactus Cladode Dried Silage,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,No Match,FEED0615,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode/Opuntia ficus indica Cladode Ensiled Singed,AOM_002118,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode Ensiled Singed,Opuntia ficus indica Cladode Ensiled Singed,Cactus Cladode Dried Ensiled Singed;Cactus Cladode Dried Silage Singed,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,No Match,No Match,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode/Opuntia ficus indica Cladode Ground,AOM_002056,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode Ground,Opuntia ficus indica Cladode Ground,Opuntia ficus indica Cladode Meal;Opuntia ficus indica Cladode Milled,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,No Match,No Match,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Cladode,AOM_001914,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Cladode,,Opuntia ficus indica Cladode,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Cladode,Opuntia ficus indica Cladode,FEED0615,,,Opuntia ficus indica Cladode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Dried Ground,AOM_001981,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Dried Ground,,Opuntia ficus indica Dried Ground,Opuntia ficus indica Dried Meal;Opuntia ficus indica Dried Milled,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,01919.9,,Other forage products,Opuntia ficus indica,No Match,No Match,,,Opuntia ficus indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Fruits/Opuntia ficus indica Fruits Dried Ground,AOM_006147,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Fruits,Opuntia ficus indica Fruits Dried Ground,Opuntia ficus indica Fruits Dried Ground,Opuntia ficus indica Fruits Dried Meal;Opuntia ficus indica Fruits Dried Milled,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,01919.9,,Other forage products,Opuntia ficus indica Fruits,No Match,FEED0615,,,Opuntia ficus indica Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Fruits,AOM_002111,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Fruits,,Opuntia ficus indica Fruits,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,01919.9,,Other forage products,Opuntia ficus indica Fruits,Opuntia ficus indica Fruits,FEED0615,,,Opuntia ficus indica Fruits,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Ground,AOM_001168,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Ground,,Opuntia ficus indica Ground,Opuntia ficus indica Meal;Opuntia ficus indica Milled,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,01919.9,,Other forage products,Opuntia ficus indica,No Match,FEED0615,,,Opuntia ficus indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Juice,AOM_001167,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Juice,,Opuntia ficus indica Juice,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,No match,,Other forage products,Opuntia ficus indica Juice,Opuntia ficus indica Juice,No Match,,,Opuntia ficus indica Juice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica/Opuntia ficus indica Dried Ground,AOM_006203,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,Opuntia ficus indica Peel,,Opuntia ficus indica Peel,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,No match,No match,01919.9,,Other forage products,Opuntia ficus indica Peel,Opuntia ficus indica Peel,No match,,,Opuntia ficus indica Peel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia ficus indica,AOM_001166,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia ficus indica,,,Opuntia ficus indica,,,,,,,,Opuntia ficus indica,http://purl.obolibrary.org/obo/NCBITaxon_371859,,,,,wfo-0000385761,https://www.feedipedia.org/node/120,No match,01919.9,,Other forage products,Opuntia ficus indica,Opuntia ficus indica,No Match,,,Opuntia ficus indica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia stricta/Opuntia stricta Cladode,AOM_002154,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia stricta,Opuntia stricta Cladode,,Opuntia stricta Cladode,,,,,,,,Opuntia stricta,http://purl.obolibrary.org/obo/NCBITaxon_701516 ,,,,,wfo-0000385755,No match,No match,No match,,Other forage products,,No Match,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Opuntia stricta,AOM_002153,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Opuntia stricta,,,Opuntia stricta,,,,,,,,Opuntia stricta,http://purl.obolibrary.org/obo/NCBITaxon_701516 ,,,,,wfo-0000385755,No match,No match,01919.9,,Other forage products,,No Match,No Match,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Oxytenanthera abyssinica/Oxytenanthera abyssinica Leaves/Oxytenanthera abyssinica Leaves Dried,AOM_006149,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Oxytenanthera abyssinica,Oxytenanthera abyssinica Leaves,Oxytenanthera abyssinica Leaves Dried,Oxytenanthera abyssinica Leaves Dried,Holy Venda bamboo Leaves Dried,,,,,,,Oxytenanthera abyssinica,http://purl.obolibrary.org/obo/NCBITaxon_323893 ,,,,,wfo-0000882687,No match,No match,01919.9,,Other forage products,Oxytenanthera abyssinica Leaves,No Match,No Match,,,Oxytenanthera abyssinica Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Management/Livestock Management/Feed Characteristic/Feed Composition/Feed Ingredient/Forage Plants/Forage Trees/Oxytenanthera abyssinica/Oxytenanthera abyssinica Leaves,AOM_003915,Management,Livestock Management,Feed Characteristic,Feed Composition,Feed Ingredient,Forage Plants,Forage Trees,Oxytenanthera abyssinica,Oxytenanthera abyssinica Leaves,,Oxytenanthera abyssinica Leaves,Holy Venda bamboo Leaves,,,,,,,Oxytenanthera abyssinica,http://purl.obolibrary.org/obo/NCBITaxon_323893 ,,,,,wfo-0000882687,No match,No match,01919.9,,Other forage products,Oxytenanthera abyssinica Leaves,Oxytenanthera abyssinica Leaves,No Match,,,Oxytenanthera abyssinica Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
